iteration,classical_mean,classical_std,hybrid_mean,hybrid_std
0,0.421692866779681,0.21737488586198817,0.421692866779681,0.21737488586198817
1,0.2698834347389958,0.13911992695167244,6.026752787389465,0.5536366321907623
2,0.17272539823295735,0.08903675324907036,1.378251441753172,0.18635793433919717
3,0.1105442548690927,0.05698352207940502,4.1672341407151094,0.24723199049626965
4,0.07074832311621933,0.03646945413081922,2.091331026528258,0.12739408896538656
5,0.04527892679438037,0.023340450643724298,3.4059269511726256,0.1366420729633759
6,0.02897851314840343,0.014937888411983555,2.4795140330642065,0.10109405969186809
7,0.0185462484149782,0.009560248583669476,3.096630526720492,0.11130165090256014
8,0.011869598985586045,0.006118559093548464,2.674983467896962,0.10220061428713828
9,0.00759654335077507,0.0039158778198710165,2.9461899269511727,0.10700656378501106
10,0.004861787744496045,0.002506161804717451,2.7658285274894268,0.0921663039623681
11,0.0031115441564774685,0.0016039435550191682,2.8961414840445987,0.08506983899433444
12,0.00199138826014558,0.0010265238752122682,2.7839384851980014,0.0777443683232404
13,0.0012744884864931713,0.0006569752801358514,2.8961414840445987,0.08506983899433444
14,0.0008156726313556295,0.00042046417928694483,2.7839384851980014,0.0777443683232404
15,0.0005220304840676029,0.00026909707474364475,2.8961414840445987,0.08506983899433444
16,0.0003340995098032658,0.00017222212783593265,2.7839384851980014,0.0777443683232404
17,0.00021382368627409013,0.0001102221618149969,2.8961414840445987,0.08506983899433444
18,0.00013684715921541765,7.0542183561598e-05,2.7839384851980014,0.0777443683232404
19,8.758218189786732e-05,4.514699747942272e-05,2.8961414840445987,0.08506983899433444
20,5.60525964146351e-05,2.8894078386830543e-05,2.7839384851980014,0.0777443683232404
21,3.587366170536646e-05,1.8492210167571546e-05,2.8961414840445987,0.08506983899433444
22,2.2959143491434533e-05,1.183501450724579e-05,2.7839384851980014,0.0777443683232404
23,1.4693851834518101e-05,7.574409284637305e-06,2.8961414840445987,0.08506983899433444
24,9.404065174091584e-06,4.8476219421678745e-06,2.7839384851980014,0.0777443683232404
25,6.018601711418613e-06,3.1024780429874402e-06,2.8961414840445987,0.08506983899433444
26,3.851905095307913e-06,1.9855859475119616e-06,2.7839384851980014,0.0777443683232404
27,2.465219260997064e-06,1.2707750064076553e-06,2.8961414840445987,0.08506983899433444
28,1.6619974027042194e-06,7.417507186799769e-07,2.7839384851980014,0.0777443683232404
29,1.3920220562161312e-06,3.615053910109035e-07,2.8961414840445987,0.08506983899433444
30,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
31,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
32,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
33,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
34,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
35,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
36,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
37,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
38,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
39,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
40,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
41,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
42,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
43,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
44,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
45,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
46,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
47,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
48,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
49,1.3057565871493694e-06,1.562020833859497e-07,2.8961414840445987,0.08506983899433444
50,1.3057565871493694e-06,1.562020833859497e-07,2.7839384851980014,0.0777443683232404
